Column1,index,AI and Machine Learning,Big Data,Blockchain and Cryptocurrency,IoT,AR and VR,Cybersecurity,Automation,NLP,Quantum Computing,5G,Edge Computing,Data Analytics,Biotechnology,Nanotechnology,Wearable Technology,Voice User Interface (VUI),FinTech,Data Mining,Predictive Analysis,Chatbots,3D Printing,Smart Cities,Regtech,Insurtech,E-Commerce,Serverless Computing,Software/Platform/Infrastructure as a Service/Cloud Computing,Web Applications,doi,journal
1888,9003,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2023.108257,Agricultural Water Management
1889,9009,13,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2023.108265,Agricultural Water Management
1890,9010,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.1016/j.agwat.2023.108262,Agricultural Water Management
1891,9027,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2023.108228,Agricultural Water Management
1892,9028,37,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2023.108215,Agricultural Water Management
1893,9035,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,10.1016/j.agwat.2023.108231,Agricultural Water Management
1894,9049,39,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,10.1016/j.agwat.2023.108158,Agricultural Water Management
1895,9056,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2023.108186,Agricultural Water Management
1896,9065,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2023.108161,Agricultural Water Management
1897,9070,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,10.1016/j.agwat.2023.108175,Agricultural Water Management
1898,9071,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2023.108180,Agricultural Water Management
1899,9072,9,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10.1016/j.agwat.2023.108214,Agricultural Water Management
1900,9078,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,10.1016/j.agwat.2022.108124,Agricultural Water Management
1901,9097,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107973,Agricultural Water Management
1902,9109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.108101,Agricultural Water Management
1903,9111,8,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.108093,Agricultural Water Management
1904,9113,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,10.1016/j.agwat.2022.108088,Agricultural Water Management
1905,9116,22,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.108089,Agricultural Water Management
1906,9119,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.108107,Agricultural Water Management
1907,9124,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.108121,Agricultural Water Management
1908,9133,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,10.1016/j.agwat.2022.108115,Agricultural Water Management
1909,9134,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.1016/j.agwat.2022.108117,Agricultural Water Management
1910,9140,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.108134,Agricultural Water Management
1911,9144,45,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2023.108140,Agricultural Water Management
1912,9150,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.108063,Agricultural Water Management
1913,9156,8,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.108056,Agricultural Water Management
1914,9158,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.108064,Agricultural Water Management
1915,9162,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.108018,Agricultural Water Management
1916,9178,8,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107992,Agricultural Water Management
1917,9179,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107995,Agricultural Water Management
1918,9187,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.108001,Agricultural Water Management
1919,9189,29,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,10.1016/j.agwat.2022.108003,Agricultural Water Management
1920,9192,0,2,0,45,0,2,1,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107998,Agricultural Water Management
1921,9193,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.108004,Agricultural Water Management
1922,9197,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.108019,Agricultural Water Management
1923,9206,13,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.108002,Agricultural Water Management
1924,9215,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.108038,Agricultural Water Management
1926,9218,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.agwat.2022.108046,Agricultural Water Management
1927,9226,7,1,0,5,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10.1016/j.agwat.2022.107915,Agricultural Water Management
1928,9238,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107946,Agricultural Water Management
1929,9250,9,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,10.1016/j.agwat.2022.107957,Agricultural Water Management
1930,9253,27,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107955,Agricultural Water Management
1931,9267,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,9,0,0,0,0,1,0,10.1016/j.agwat.2022.107975,Agricultural Water Management
1932,9271,18,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,10.1016/j.agwat.2022.107980,Agricultural Water Management
1933,9278,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107988,Agricultural Water Management
1934,9279,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,10.1016/j.agwat.2022.107979,Agricultural Water Management
1935,9283,50,13,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,16,0,15,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107882,Agricultural Water Management
1936,9288,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.107876,Agricultural Water Management
1937,9294,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107902,Agricultural Water Management
1938,9298,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107861,Agricultural Water Management
1939,9300,15,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,11,0,0,0,0,0,0,10.1016/j.agwat.2022.107907,Agricultural Water Management
1940,9301,56,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,0,5,0,4,0,0,0,0,0,0,10.1016/j.agwat.2022.107889,Agricultural Water Management
1941,9303,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,2,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107881,Agricultural Water Management
1942,9304,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.107864,Agricultural Water Management
1943,9312,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107913,Agricultural Water Management
1944,9320,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.107827,Agricultural Water Management
1945,9327,109,1,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107820,Agricultural Water Management
1946,9332,44,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,25,0,4,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107812,Agricultural Water Management
1947,9340,7,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.107843,Agricultural Water Management
1948,9341,17,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,0,0,4,0,0,0,0,0,0,10.1016/j.agwat.2022.107842,Agricultural Water Management
1949,9362,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10.1016/j.agwat.2022.107860,Agricultural Water Management
1950,9363,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107839,Agricultural Water Management
1951,9371,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,7,0,0,0,0,0,0,10.1016/j.agwat.2022.107764,Agricultural Water Management
1952,9403,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107799,Agricultural Water Management
1953,9405,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107794,Agricultural Water Management
1954,9432,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107715,Agricultural Water Management
1955,9436,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.107746,Agricultural Water Management
1956,9440,9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107642,Agricultural Water Management
1957,9443,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107641,Agricultural Water Management
1958,9454,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10.1016/j.agwat.2022.107649,Agricultural Water Management
1959,9458,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107643,Agricultural Water Management
1960,9467,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107679,Agricultural Water Management
1961,9475,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.1016/j.agwat.2022.107687,Agricultural Water Management
1962,9481,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107683,Agricultural Water Management
1963,9482,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107693,Agricultural Water Management
1964,9487,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107713,Agricultural Water Management
1965,9488,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,10.1016/j.agwat.2022.107691,Agricultural Water Management
1966,9490,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.107709,Agricultural Water Management
1967,9492,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10.1016/j.agwat.2022.107712,Agricultural Water Management
1968,9494,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107720,Agricultural Water Management
1969,9496,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107705,Agricultural Water Management
1970,9501,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.107727,Agricultural Water Management
1971,9504,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107733,Agricultural Water Management
1972,9512,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107610,Agricultural Water Management
1973,9516,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.1016/j.agwat.2022.107514,Agricultural Water Management
1974,9523,35,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.107618,Agricultural Water Management
1975,9525,25,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107617,Agricultural Water Management
1976,9538,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.agwat.2022.107566,Agricultural Water Management
1977,9552,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.107575,Agricultural Water Management
1978,9555,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107583,Agricultural Water Management
1979,9564,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107595,Agricultural Water Management
1980,9570,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.1016/j.agwat.2022.107581,Agricultural Water Management
1981,9572,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10.1016/j.agwat.2022.107605,Agricultural Water Management
1982,9579,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2022.107529,Agricultural Water Management
1983,9580,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107544,Agricultural Water Management
1984,9589,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107538,Agricultural Water Management
1985,9595,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107462,Agricultural Water Management
1986,9605,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107479,Agricultural Water Management
1987,9609,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,10.1016/j.agwat.2022.107509,Agricultural Water Management
1988,9615,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107495,Agricultural Water Management
1989,9616,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10.1016/j.agwat.2022.107504,Agricultural Water Management
1990,9627,12,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10.1016/j.agwat.2022.107483,Agricultural Water Management
1991,9628,48,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2022.107530,Agricultural Water Management
1992,9635,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2021.107444,Agricultural Water Management
1993,9642,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10.1016/j.agwat.2022.107458,Agricultural Water Management
1994,9644,21,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,10.1016/j.agwat.2021.107409,Agricultural Water Management
1995,9649,9,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107450,Agricultural Water Management
1996,9658,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2022.107465,Agricultural Water Management
1997,9666,49,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,1,0,0,0,0,1,0,10.1016/j.agwat.2022.107480,Agricultural Water Management
1998,9680,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107402,Agricultural Water Management
1999,9685,6,1,0,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107390,Agricultural Water Management
2000,9691,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107427,Agricultural Water Management
2001,9692,43,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107317,Agricultural Water Management
2002,9696,1,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1,0,10.1016/j.agwat.2021.107434,Agricultural Water Management
2003,9697,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107423,Agricultural Water Management
2004,9703,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2021.107441,Agricultural Water Management
2005,9704,6,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107439,Agricultural Water Management
2006,9710,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10.1016/j.agwat.2021.107319,Agricultural Water Management
2007,9720,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107333,Agricultural Water Management
2008,9731,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2021.107378,Agricultural Water Management
2009,9732,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107374,Agricultural Water Management
2010,9756,52,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,29,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107343,Agricultural Water Management
2011,9757,14,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107342,Agricultural Water Management
2012,9776,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107283,Agricultural Water Management
2013,9792,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2021.107297,Agricultural Water Management
2014,9793,9,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107300,Agricultural Water Management
2015,9796,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2021.107298,Agricultural Water Management
2016,9802,11,0,0,10,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,10.1016/j.agwat.2021.107324,Agricultural Water Management
2017,9808,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107226,Agricultural Water Management
2018,9823,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107249,Agricultural Water Management
2019,9826,10,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107242,Agricultural Water Management
2020,9829,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2021.107217,Agricultural Water Management
2021,9835,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10.1016/j.agwat.2021.107265,Agricultural Water Management
2022,9845,134,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,61,0,59,0,0,0,0,0,0,0,1,10.1016/j.agwat.2021.107281,Agricultural Water Management
2023,9848,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107167,Agricultural Water Management
2024,9855,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107072,Agricultural Water Management
2025,9859,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,10.1016/j.agwat.2021.107169,Agricultural Water Management
2026,9867,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2021.107196,Agricultural Water Management
2027,9868,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,10.1016/j.agwat.2021.107201,Agricultural Water Management
2028,9869,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107187,Agricultural Water Management
2029,9882,11,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107214,Agricultural Water Management
2030,9895,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107102,Agricultural Water Management
2031,9900,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107045,Agricultural Water Management
2032,9904,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.1016/j.agwat.2021.107160,Agricultural Water Management
2033,9914,33,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107067,Agricultural Water Management
2034,9915,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107064,Agricultural Water Management
2035,9920,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107080,Agricultural Water Management
2036,9921,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,10.1016/j.agwat.2021.107076,Agricultural Water Management
2037,9923,2,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107071,Agricultural Water Management
2038,9927,7,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107083,Agricultural Water Management
2039,9945,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107119,Agricultural Water Management
2040,9947,29,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,10.1016/j.agwat.2021.107106,Agricultural Water Management
2041,9978,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2021.106950,Agricultural Water Management
2042,9981,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2021.107015,Agricultural Water Management
