index,AI and Machine Learning,Big Data,Blockchain and Cryptocurrency,IoT,AR and VR,Cybersecurity,Automation,NLP,Quantum Computing,5G,Edge Computing,Data Analytics,Biotechnology,Nanotechnology,Wearable Technology,Voice User Interface (VUI),FinTech,Data Mining,Predictive Analysis,Chatbots,3D Printing,Smart Cities,Regtech,Insurtech,E-Commerce,Serverless Computing,Software/Platform/Infrastructure as a Service/Cloud Computing,Web Applications,doi,journal
12517,5,0,0,0,0,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2023.103487,Journal of Water Process Engineering
12518,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10.1016/j.jwpe.2023.103488,Journal of Water Process Engineering
12519,1,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103491,Journal of Water Process Engineering
12520,31,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103493,Journal of Water Process Engineering
12523,1,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.jwpe.2022.103458,Journal of Water Process Engineering
12527,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103503,Journal of Water Process Engineering
12536,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103499,Journal of Water Process Engineering
12537,1,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,10.1016/j.jwpe.2023.103516,Journal of Water Process Engineering
12540,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2023.103522,Journal of Water Process Engineering
12541,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103501,Journal of Water Process Engineering
12542,4,1,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,6,0,0,0,0,0,0,10.1016/j.jwpe.2023.103490,Journal of Water Process Engineering
12546,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103531,Journal of Water Process Engineering
12551,0,0,0,0,0,1,0,0,0,0,0,0,9,76,0,0,0,0,1,0,1,1,0,0,0,0,0,0,10.1016/j.jwpe.2023.103535,Journal of Water Process Engineering
12558,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103527,Journal of Water Process Engineering
12563,8,2,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,26,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103533,Journal of Water Process Engineering
12568,0,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103549,Journal of Water Process Engineering
12571,1,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2023.103537,Journal of Water Process Engineering
12572,2,0,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2023.103532,Journal of Water Process Engineering
12573,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2023.103543,Journal of Water Process Engineering
12575,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.jwpe.2023.103556,Journal of Water Process Engineering
12576,0,0,0,1,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10.1016/j.jwpe.2023.103559,Journal of Water Process Engineering
12577,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.jwpe.2023.103566,Journal of Water Process Engineering
12581,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2023.103553,Journal of Water Process Engineering
12587,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103572,Journal of Water Process Engineering
12590,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2023.103567,Journal of Water Process Engineering
12596,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103586,Journal of Water Process Engineering
12598,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103587,Journal of Water Process Engineering
12602,60,0,0,1,0,8,2,0,0,1,1,0,0,0,0,0,1,50,20,1,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103568,Journal of Water Process Engineering
12605,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10.1016/j.jwpe.2023.103578,Journal of Water Process Engineering
12623,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103359,Journal of Water Process Engineering
12624,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.103360,Journal of Water Process Engineering
12632,0,0,0,0,0,0,0,0,0,0,0,2,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103385,Journal of Water Process Engineering
12633,2,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103340,Journal of Water Process Engineering
12636,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103386,Journal of Water Process Engineering
12637,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103374,Journal of Water Process Engineering
12639,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103346,Journal of Water Process Engineering
12640,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103324,Journal of Water Process Engineering
12642,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.103370,Journal of Water Process Engineering
12643,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103371,Journal of Water Process Engineering
12644,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.103373,Journal of Water Process Engineering
12645,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103382,Journal of Water Process Engineering
12648,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,8,0,0,0,0,0,1,10.1016/j.jwpe.2022.103389,Journal of Water Process Engineering
12657,1,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103355,Journal of Water Process Engineering
12660,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103398,Journal of Water Process Engineering
12661,11,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.103399,Journal of Water Process Engineering
12663,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103402,Journal of Water Process Engineering
12664,5,0,0,2,0,0,0,0,0,0,0,0,0,88,0,0,0,4,0,0,0,2,0,0,0,0,0,0,10.1016/j.jwpe.2022.103405,Journal of Water Process Engineering
12670,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103409,Journal of Water Process Engineering
12673,6,0,0,0,0,0,0,0,0,0,0,0,5,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103377,Journal of Water Process Engineering
12674,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.103412,Journal of Water Process Engineering
12676,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103394,Journal of Water Process Engineering
12678,0,0,0,3,0,0,2,0,0,0,0,0,6,15,0,0,0,0,0,0,76,1,0,0,1,2,0,1,10.1016/j.jwpe.2022.103410,Journal of Water Process Engineering
12680,4,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.jwpe.2022.103416,Journal of Water Process Engineering
12682,0,0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10.1016/j.jwpe.2022.103421,Journal of Water Process Engineering
12686,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103436,Journal of Water Process Engineering
12689,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103413,Journal of Water Process Engineering
12693,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103428,Journal of Water Process Engineering
12695,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103433,Journal of Water Process Engineering
12698,1,0,0,0,0,0,0,0,0,0,0,0,1,83,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.1016/j.jwpe.2022.103440,Journal of Water Process Engineering
12699,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103442,Journal of Water Process Engineering
12705,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103187,Journal of Water Process Engineering
12706,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103177,Journal of Water Process Engineering
12708,1,0,0,0,0,0,0,0,0,0,0,3,7,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.103193,Journal of Water Process Engineering
12715,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103128,Journal of Water Process Engineering
12717,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,10.1016/j.jwpe.2022.103205,Journal of Water Process Engineering
12719,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103213,Journal of Water Process Engineering
12721,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103222,Journal of Water Process Engineering
12724,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103214,Journal of Water Process Engineering
12726,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10.1016/j.jwpe.2022.103218,Journal of Water Process Engineering
12727,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103223,Journal of Water Process Engineering
12731,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103226,Journal of Water Process Engineering
12735,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.103211,Journal of Water Process Engineering
12739,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103235,Journal of Water Process Engineering
12746,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103221,Journal of Water Process Engineering
12750,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103254,Journal of Water Process Engineering
12752,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,10.1016/j.jwpe.2022.103229,Journal of Water Process Engineering
12756,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103261,Journal of Water Process Engineering
12758,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103263,Journal of Water Process Engineering
12761,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103264,Journal of Water Process Engineering
12768,3,1,0,0,0,0,0,0,0,0,0,1,3,12,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.jwpe.2022.103273,Journal of Water Process Engineering
12775,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103284,Journal of Water Process Engineering
12778,7,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103286,Journal of Water Process Engineering
12780,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103255,Journal of Water Process Engineering
12782,40,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,16,2,1,0,4,0,0,0,0,0,0,10.1016/j.jwpe.2022.103237,Journal of Water Process Engineering
12786,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103282,Journal of Water Process Engineering
12792,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102942,Journal of Water Process Engineering
12797,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,10.1016/j.jwpe.2022.102937,Journal of Water Process Engineering
12803,2,0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,42,2,0,0,0,0,0,0,10.1016/j.jwpe.2022.102958,Journal of Water Process Engineering
12805,0,0,0,1,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102944,Journal of Water Process Engineering
12807,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.102966,Journal of Water Process Engineering
12808,1,0,0,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.102965,Journal of Water Process Engineering
12810,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102941,Journal of Water Process Engineering
12811,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.102968,Journal of Water Process Engineering
12818,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102961,Journal of Water Process Engineering
12821,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.102976,Journal of Water Process Engineering
12823,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.102963,Journal of Water Process Engineering
12824,54,2,0,4,0,0,6,1,0,2,2,2,2,5,0,1,0,23,3,1,1,1,0,0,1,0,0,0,10.1016/j.jwpe.2022.102974,Journal of Water Process Engineering
12825,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102980,Journal of Water Process Engineering
12830,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102973,Journal of Water Process Engineering
12834,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102982,Journal of Water Process Engineering
12837,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102991,Journal of Water Process Engineering
12838,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102993,Journal of Water Process Engineering
12844,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.103000,Journal of Water Process Engineering
12846,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103001,Journal of Water Process Engineering
12854,1,0,0,0,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.jwpe.2022.103008,Journal of Water Process Engineering
12855,37,4,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,9,2,0,0,4,0,0,0,0,0,0,10.1016/j.jwpe.2022.103009,Journal of Water Process Engineering
12857,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.103012,Journal of Water Process Engineering
12859,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103010,Journal of Water Process Engineering
12863,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103017,Journal of Water Process Engineering
12870,0,0,0,0,0,0,0,0,0,0,0,2,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103025,Journal of Water Process Engineering
12874,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103032,Journal of Water Process Engineering
12889,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102847,Journal of Water Process Engineering
12896,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102865,Journal of Water Process Engineering
12897,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,10.1016/j.jwpe.2022.102860,Journal of Water Process Engineering
12900,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.jwpe.2022.102869,Journal of Water Process Engineering
12912,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.102884,Journal of Water Process Engineering
12915,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102892,Journal of Water Process Engineering
12917,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102887,Journal of Water Process Engineering
12919,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102875,Journal of Water Process Engineering
12923,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102893,Journal of Water Process Engineering
12924,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102898,Journal of Water Process Engineering
12932,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102882,Journal of Water Process Engineering
12934,0,0,0,16,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,19,0,0,0,0,0,0,10.1016/j.jwpe.2022.102895,Journal of Water Process Engineering
12937,1,0,0,0,0,0,0,0,0,0,0,0,2,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102911,Journal of Water Process Engineering
12939,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102873,Journal of Water Process Engineering
12941,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.102894,Journal of Water Process Engineering
12943,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102917,Journal of Water Process Engineering
12944,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102853,Journal of Water Process Engineering
12945,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102897,Journal of Water Process Engineering
12947,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102922,Journal of Water Process Engineering
12948,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102928,Journal of Water Process Engineering
12951,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102912,Journal of Water Process Engineering
12960,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,0,6,0,0,0,0,0,0,10.1016/j.jwpe.2022.102908,Journal of Water Process Engineering
12961,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102924,Journal of Water Process Engineering
12962,15,0,0,0,0,0,1,0,3,0,0,0,2,20,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102938,Journal of Water Process Engineering
12968,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102935,Journal of Water Process Engineering
12969,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102943,Journal of Water Process Engineering
12970,93,3,0,3,0,0,0,0,0,2,2,3,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.102920,Journal of Water Process Engineering
12972,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102934,Journal of Water Process Engineering
12979,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102639,Journal of Water Process Engineering
12982,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102581,Journal of Water Process Engineering
12983,4,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102642,Journal of Water Process Engineering
12984,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,10.1016/j.jwpe.2022.102651,Journal of Water Process Engineering
12987,1,0,0,0,0,0,1,0,0,0,0,0,1,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102663,Journal of Water Process Engineering
12988,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102666,Journal of Water Process Engineering
12991,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102652,Journal of Water Process Engineering
12993,1,0,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102671,Journal of Water Process Engineering
12994,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.jwpe.2022.102654,Journal of Water Process Engineering
12996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,10.1016/j.jwpe.2022.102665,Journal of Water Process Engineering
12998,26,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.102673,Journal of Water Process Engineering
12999,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102675,Journal of Water Process Engineering
13009,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102690,Journal of Water Process Engineering
13013,0,0,0,3,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,9,1,0,0,0,0,0,10.1016/j.jwpe.2022.102687,Journal of Water Process Engineering
