,AI and Machine Learning,Big Data,Blockchain and Cryptocurrency,IoT,AR and VR,Cybersecurity,Automation,Modeling,NLP,Quantum Computing,5G,Edge Computing,Data Analytics,Biotechnology,Nanotechnology,Wearable Technology,Voice User Interface (VUI),FinTech,Data Mining,Predictive Analysis,Chatbots,3D Printing,Smart Cities,Regtech,Insurtech,E-Commerce,Serverless Computing,Software/Platform/Infrastructure as a Service/Cloud Computing,Web Applications,doi
9936,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10.1016/j.agwat.2021.107082
9991,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0,0,10.1016/j.agwat.2021.106988
10002,26,1,0,0,0,0,0,10,0,0,0,0,1,1,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,10.1016/j.agwat.2021.107032
10006,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,0,0,0,2,10.1016/j.agwat.2021.107040
10060,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2021.106937
10079,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10.1016/j.agwat.2021.106877
10096,1,0,0,0,1,0,0,28,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,10.1016/j.agwat.2021.106929
10110,2,1,0,0,0,0,7,7,0,0,0,0,1,0,0,0,0,0,100,4,0,0,11,0,0,0,0,0,3,10.1016/j.agwat.2021.106833
10122,31,0,0,2,0,0,0,5,0,0,2,1,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2021.106838
10229,10,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,10.1016/j.agwat.2020.106688
10258,52,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,23,0,16,0,0,0,0,0,0,0,0,10.1016/j.agwat.2020.106547
10265,55,2,0,1,0,0,0,0,0,0,2,1,2,1,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,10.1016/j.agwat.2020.106558
10275,14,1,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,1,10.1016/j.agwat.2020.106571
10296,42,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,50,0,26,0,0,0,0,0,0,0,0,10.1016/j.agwat.2020.106624
10308,28,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,14,0,4,0,0,0,0,0,0,0,0,10.1016/j.agwat.2020.106649
10317,22,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2020.106433
10360,33,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,20,1,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2020.106622
10414,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10.1016/j.agwat.2020.106466
10525,37,1,0,0,0,0,0,6,0,0,1,0,1,0,0,0,0,0,23,1,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2020.106303
10536,15,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,10.1016/j.agwat.2020.106306
10554,19,0,0,0,0,0,0,24,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2020.106259
10556,16,1,0,0,0,0,0,8,0,0,0,0,0,31,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10.1016/j.agwat.2020.106242
10581,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10.1016/j.agwat.2020.106194
10584,1,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2020.106207
10589,22,0,0,0,0,23,0,12,0,0,0,0,0,0,0,0,0,0,9,23,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2020.106226
10590,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,10.1016/j.agwat.2020.106236
10595,17,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2020.106225
10611,51,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,27,0,1,0,0,0,0,0,0,0,0,10.1016/j.agwat.2020.106145
10618,34,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,0,0,0,2,0,0,0,2,0,0,10.1016/j.agwat.2020.106177
10630,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,23,0,0,0,0,0,1,0,0,10.1016/j.agwat.2020.106113
10639,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,10.1016/j.agwat.2020.106089
10660,68,3,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,0,22,0,1,0,5,0,0,0,0,0,0,10.1016/j.agwat.2020.106090
10703,0,2,0,0,1,0,0,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,10.1016/j.agwat.2020.106033
10713,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10.1016/j.agwat.2019.105994
10726,1,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2020.106003
10801,26,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2019.105905
10813,40,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,10.1016/j.agwat.2019.105923
10829,0,0,0,0,0,0,0,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,1,10.1016/j.agwat.2019.105854
10858,31,2,0,1,0,0,0,3,0,0,0,0,2,1,0,0,0,0,11,0,1,0,2,0,0,0,0,0,0,10.1016/j.agwat.2019.105758
10900,3,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10.1016/j.agwat.2019.06.010
10920,13,1,0,0,0,0,0,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2019.105705
10941,1,2,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,10.1016/j.agwat.2019.105717
11018,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,10.1016/j.agwat.2019.03.047
11027,15,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,10.1016/j.agwat.2019.03.044
11035,33,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,10,5,0,1,0,0,0,0,0,0,10.1016/j.agwat.2019.03.045
11061,34,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,55,0,0,0,0,0,0,10.1016/j.agwat.2019.04.002
11082,23,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2019.03.013
11085,78,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2019.03.015
11174,72,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2018.08.029
11191,10,0,0,0,0,0,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2018.10.021
11203,51,2,0,1,0,0,0,13,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2018.09.004
11229,18,1,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,10.1016/j.agwat.2018.12.005
11242,2,0,0,11,0,0,0,32,0,0,1,1,0,1,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,10.1016/j.agwat.2018.09.052
11302,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,10.1016/j.agwat.2018.07.045
11305,0,0,0,9,0,0,1,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.agwat.2018.07.046
11481,1,1,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,10.1016/j.agwat.2018.03.004
11552,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,0,12,0,0,0,0,0,0,10.1016/j.agwat.2017.12.031
11630,0,0,0,0,0,1,0,16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,10.1016/j.gsd.2023.100951
11646,77,2,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,15,2,8,0,1,0,0,0,0,0,0,10.1016/j.gsd.2023.100955
11664,8,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,0,0,25,0,0,0,2,0,0,0,0,0,0,10.1016/j.gsd.2023.100910
11670,0,0,0,0,0,0,0,10,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.1016/j.gsd.2023.100914
11675,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2023.100921
11721,47,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,10.1016/j.gsd.2022.100882
11739,0,11,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,10.1016/j.gsd.2022.100823
11748,2,0,0,0,0,14,0,7,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2022.100811
11752,84,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,1,1,0,0,0,0,0,0,0,0,10.1016/j.gsd.2022.100825
11755,17,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6,1,0,0,25,0,0,0,0,0,0,10.1016/j.gsd.2022.100827
11782,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,10.1016/j.gsd.2022.100861
11810,62,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,9,27,4,0,2,0,0,0,0,0,0,10.1016/j.gsd.2022.100794
11818,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,10.1016/j.gsd.2022.100791
11833,1,0,0,0,0,11,0,30,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10.1016/j.gsd.2022.100737
11843,75,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,10.1016/j.gsd.2022.100745
11850,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2022.100759
11859,33,4,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2022.100767
11876,19,0,0,0,0,0,0,37,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,10.1016/j.gsd.2021.100675
11879,2,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2021.100679
11888,0,0,0,0,0,11,0,2,0,0,0,0,2,0,0,0,0,0,1,11,0,0,2,0,0,0,0,0,0,10.1016/j.gsd.2021.100604
11921,0,0,0,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2021.100628
11931,64,1,0,1,0,0,0,16,0,0,0,0,2,1,0,0,0,0,8,4,0,0,3,0,0,0,0,0,1,10.1016/j.gsd.2021.100643
11933,1,0,0,0,0,0,0,0,0,0,0,0,0,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2021.100607
11938,3,0,0,0,0,18,0,1,0,0,0,0,1,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2021.100558
11943,0,0,0,0,0,12,0,3,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2021.100565
11955,67,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2021.100580
11980,41,2,0,0,0,0,0,1,0,0,0,0,0,1,34,0,0,0,8,0,2,0,2,0,0,0,0,0,0,10.1016/j.gsd.2020.100516
11999,11,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,10.1016/j.gsd.2021.100548
12038,14,0,0,0,0,0,0,2,0,0,0,0,1,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2020.100378
12088,12,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2020.100447
12099,10,1,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10.1016/j.gsd.2020.100459
12118,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,10.1016/j.gsd.2019.100280
12126,35,2,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,0,10.1016/j.gsd.2019.100294
12133,2,1,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10.1016/j.gsd.2019.100305
12154,1,0,0,0,0,20,0,11,0,0,0,0,1,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,10.1016/j.gsd.2019.100327
12166,5,0,0,0,0,11,0,0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2020.100351
12213,14,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2019.100224
12222,24,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2019.100232
12258,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2019.100279
12271,11,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.1016/j.gsd.2018.09.003
12308,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,18,0,0,0,6,0,0,0,0,0,0,10.1016/j.gsd.2019.02.005
12377,13,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10.1016/j.gsd.2017.11.005
12392,11,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,10.1016/j.gsd.2018.01.007
12416,21,1,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103957
12442,39,3,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,14,0,1,0,2,0,0,0,0,0,0,10.1016/j.jwpe.2023.103889
12541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103501
12602,60,0,0,1,0,8,2,9,0,0,1,1,0,0,0,0,0,1,50,20,1,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2023.103568
12636,21,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103386
12661,11,0,0,2,0,0,0,19,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.103399
12678,0,0,0,3,0,0,2,0,0,0,0,0,0,6,15,0,0,0,0,0,0,76,1,0,0,1,2,0,1,10.1016/j.jwpe.2022.103410
12756,0,0,0,0,0,0,0,27,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103261
12761,43,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103264
12778,7,0,0,11,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.103286
12782,40,0,0,0,0,0,1,4,0,0,0,0,2,0,0,0,0,0,16,2,1,0,4,0,0,0,0,0,0,10.1016/j.jwpe.2022.103237
12803,2,0,0,0,0,0,0,2,0,0,0,0,0,3,19,0,0,0,0,0,0,42,2,0,0,0,0,0,0,10.1016/j.jwpe.2022.102958
12824,54,2,0,4,0,0,6,5,1,0,2,2,2,2,5,0,1,0,23,3,1,1,1,0,0,1,0,0,0,10.1016/j.jwpe.2022.102974
12855,37,4,0,4,0,0,0,13,0,0,0,0,4,0,0,0,0,0,9,2,0,0,4,0,0,0,0,0,0,10.1016/j.jwpe.2022.103009
12934,0,0,0,16,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,1,0,19,0,0,0,0,0,0,10.1016/j.jwpe.2022.102895
12961,29,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102924
12962,15,0,0,0,0,0,1,9,0,3,0,0,0,2,20,0,0,0,9,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102938
12970,93,3,0,3,0,0,0,4,0,0,2,2,3,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.102920
12998,26,0,0,0,0,0,0,11,0,0,0,0,2,3,2,0,0,0,3,0,1,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2022.102673
13040,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2022.102727
13070,28,2,0,0,0,0,0,11,0,0,0,0,5,1,0,0,0,0,8,1,3,0,0,0,0,1,0,0,1,10.1016/j.jwpe.2021.102521
13155,1,0,0,0,0,0,0,21,0,0,0,0,1,4,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10.1016/j.jwpe.2022.102622
13219,0,0,0,0,0,0,0,0,0,0,0,0,0,13,70,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2021.102518
13223,19,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2021.102490
13273,44,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,27,1,3,0,2,0,0,0,0,0,0,10.1016/j.jwpe.2021.102367
13278,60,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,17,9,1,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2021.102380
13476,4,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2021.102165
13538,32,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2021.102033
13586,2,0,0,0,0,0,0,0,0,0,0,0,0,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2021.102080
13608,0,0,0,2,0,0,0,0,0,0,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2020.101895
13624,2,0,0,0,0,0,0,27,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2021.101920
13682,1,0,0,0,0,0,0,0,0,0,0,0,1,13,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.1016/j.jwpe.2020.101858
13683,1,0,0,0,0,0,0,1,17,0,1,0,1,0,0,0,0,0,0,0,18,1,5,0,0,0,0,0,1,10.1016/j.jwpe.2020.101870
13853,35,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2020.101389
13865,25,1,0,0,0,0,2,3,0,0,0,0,6,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2020.101388
14113,0,0,0,0,0,0,0,14,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2020.101180
14182,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.1016/j.jwpe.2019.101046
14367,19,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,11,5,0,0,3,0,0,0,0,0,0,10.1016/j.jwpe.2019.100885
14621,22,1,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,10,1,1,0,0,0,0,1,0,0,1,10.1016/j.watres.2023.120172
14646,10,1,0,0,0,0,0,0,0,0,0,0,8,134,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.120222
14720,2,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,10.1016/j.watres.2023.120092
14740,48,1,0,0,0,2,0,6,0,0,0,0,0,2,0,0,0,0,33,4,3,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.120075
14752,3,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,60,2,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.120057
14798,21,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,13,0,0,2,0,0,0,0,0,3,10.1016/j.watres.2023.120012
14839,13,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.119968
14876,1,1,0,0,0,16,0,0,0,1,0,0,1,18,7,0,0,0,0,19,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.119858
14885,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,10.1016/j.watres.2023.119865
14891,101,4,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,17,0,5,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.119874
14901,14,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,10,0,1,0,1,0,0,0,0,0,0,10.1016/j.watres.2023.119891
14949,199,0,0,0,0,1,0,11,0,0,1,0,1,3,0,0,0,0,120,2,3,0,1,0,0,0,0,0,0,10.1016/j.watres.2023.119745
14968,75,2,0,6,0,0,0,2,0,0,3,25,0,0,0,0,0,0,11,3,0,0,4,0,0,0,1,0,0,10.1016/j.watres.2023.119727
15034,30,3,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,28,5,8,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.119665
15039,0,0,0,0,0,0,0,0,0,0,0,0,2,10,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.119678
15065,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,10.1016/j.watres.2023.119720
15070,47,2,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.119710
15073,66,1,0,2,0,0,1,5,0,0,3,4,0,0,0,0,0,0,11,0,0,0,3,0,0,0,3,0,0,10.1016/j.watres.2023.119632
15078,13,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.119588
15099,10,1,0,0,0,10,0,3,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.119627
15107,0,0,0,0,0,0,0,19,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,0,0,0,10.1016/j.watres.2023.119649
15110,5,1,0,0,0,17,0,31,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.119612
15112,60,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.119650
15126,0,0,0,0,0,1,0,5,50,0,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,10.1016/j.watres.2023.119602
15205,19,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2022.119422
15251,1,0,0,0,0,28,0,0,0,0,0,0,2,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2022.119431
15256,36,5,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2022.119478
15272,29,0,0,1,1,0,0,11,0,0,2,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,10.1016/j.watres.2022.119498
15292,1,0,0,1,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,5,0,0,0,0,0,1,10.1016/j.watres.2022.119367
15308,50,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2022.119308
15322,30,2,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,10.1016/j.watres.2022.119349
15329,29,0,0,0,0,0,0,13,0,0,0,0,0,2,1,0,0,0,5,0,13,0,0,0,0,0,0,0,0,10.1016/j.watres.2022.119311
15410,1,2,0,0,0,0,0,0,0,2,0,0,1,11,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2022.119282
15428,0,0,0,0,0,1,0,0,0,1,0,0,2,13,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2022.119104
15431,34,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,10.1016/j.watres.2022.119100
15465,75,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,43,4,0,0,2,0,0,0,0,0,0,10.1016/j.watres.2022.119171
15497,11,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,10.1016/j.watres.2022.119036
15521,13,0,0,0,0,10,0,10,0,0,0,0,1,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,10.1016/j.watres.2022.119079
